pk,account_id,account_status,plan_tier,previous_plan_tier,seats,mrr_amount,arr_amount,downgrade_flag,upgrade_flag,billing_frequency,auto_renew_flag,effective_start_date,effective_end_date,current_record_flag
S-c3bf1d,A-55f257,active,Pro,Pro,9,441,5292,false,false,annual,true,2024-03-15,2024-06-05,false
S-fbd522,A-310452,active,Pro,Pro,9,441,5292,false,false,annual,false,2024-12-28,2024-12-28,false
S-4260ed,A-4f18f0,active,Basic,Pro,24,456,5472,true,false,annual,true,2024-07-15,2024-07-26,false
S-09ada1,A-87aa7b,active,Basic,Pro,24,456,5472,true,false,annual,true,2024-11-23,2024-12-23,false
S-d5a07a,A-19b2c8,active,Basic,Pro,24,456,5472,true,false,annual,true,2024-07-12,2024-07-20,false
S-cb3a85,A-1d5444,active,Basic,Pro,24,456,5472,true,false,annual,true,2024-07-28,2024-08-02,false
S-5b699e,A-b7b7b7,active,Basic,Pro,24,456,5472,true,false,annual,true,2024-09-16,2024-09-19,false
S-b2238e,A-104f1a,active,Basic,Pro,24,456,5472,true,false,monthly,true,2024-11-16,2024-12-10,false
S-4fd9ba,A-d4ac0e,active,Basic,Pro,24,456,5472,true,false,monthly,true,2024-09-10,2024-09-17,false
S-5f8ad0,A-dfbd31,active,Basic,Pro,24,456,5472,true,false,annual,true,2024-08-08,2024-09-17,false
S-166024,A-443b7c,active,Basic,Pro,24,456,5472,true,false,monthly,true,2024-10-20,2024-10-26,false
S-950c4e,A-ee42db,active,Basic,Pro,24,456,5472,true,false,annual,true,2024-02-20,2024-06-19,false
S-27ab7f,A-dcc2f0,active,Basic,Pro,25,475,5700,true,false,annual,true,2023-12-23,2024-01-15,false
S-ecefa1,A-40a557,active,Basic,Pro,25,475,5700,true,false,monthly,true,2024-06-26,2024-09-21,false
S-a83bc2,A-b07b56,active,Basic,Pro,25,475,5700,true,false,monthly,false,2024-11-25,2024-11-26,false
S-69b66d,A-6da850,active,Basic,Pro,25,475,5700,true,false,annual,true,2024-01-08,2024-01-17,false
S-8bbfcd,A-eb1312,active,Basic,Pro,25,475,5700,true,false,annual,false,2024-12-02,2024-12-10,false
S-4e4ab7,A-eb1312,active,Basic,Pro,25,475,5700,true,false,monthly,false,2024-10-08,2024-10-09,false
S-cd8a6a,A-96215d,active,Pro,Pro,10,490,5880,false,false,annual,false,2024-11-04,2999-12-31,true
S-5c8af8,A-a2485e,active,Pro,Pro,10,490,5880,false,false,monthly,true,2024-11-05,2024-11-16,false
S-ef4ad8,A-bcf87c,active,Pro,Pro,10,490,5880,false,false,annual,false,2024-08-14,2024-08-22,false
S-ad26e3,A-c37601,active,Pro,Pro,6,490,5880,false,false,monthly,false,2024-11-04,2024-11-11,false
S-95c467,A-c37601,active,Pro,Pro,10,490,5880,false,false,annual,true,2024-11-02,2024-11-04,false
S-7ea5d9,A-684255,active,Pro,Pro,10,490,5880,false,false,monthly,true,2024-08-05,2024-08-18,false
S-9fbee8,A-49b828,active,Pro,Pro,10,490,5880,false,false,annual,true,2024-10-09,2024-11-09,false
S-d3e724,A-dec005,active,Basic,Pro,26,494,5928,true,false,monthly,true,2024-08-24,2024-08-28,false
S-579a24,A-32fb14,active,Basic,Pro,26,494,5928,true,false,monthly,false,2024-09-04,2024-11-09,false
S-c3ecd8,A-d82ef9,active,Basic,Pro,26,494,5928,true,false,monthly,false,2024-10-30,2024-11-14,false
S-8e5fd4,A-43a9e3,active,Basic,Pro,27,513,6156,true,false,annual,true,2024-03-09,2024-03-26,false
S-d6c9dc,A-80eeb6,active,Basic,Pro,27,513,6156,true,false,annual,true,2024-10-07,2024-10-27,false
S-9af385,A-157070,active,Basic,Pro,27,513,6156,true,false,monthly,true,2024-09-26,2024-10-05,false
S-81d580,A-f03140,active,Basic,Pro,27,513,6156,true,false,annual,false,2024-07-09,2024-07-10,false
S-cfedb3,A-54d94a,active,Basic,Pro,27,513,6156,true,false,annual,true,2024-07-16,2024-08-06,false
S-8966c9,A-cd458b,active,Basic,Pro,27,513,6156,true,false,monthly,true,2024-09-26,2024-10-04,false
S-df91b0,A-ba6516,active,Basic,Pro,27,513,6156,true,false,monthly,false,2024-10-04,2024-11-03,false
S-dfaf24,A-970c97,active,Basic,Pro,27,513,6156,true,false,annual,false,2024-12-15,2024-12-16,false
S-b4d224,A-4c6f11,active,Basic,Pro,27,513,6156,true,false,annual,true,2024-05-31,2024-07-14,false
S-6d6ab6,A-54d94a,active,Basic,Pro,27,513,6156,true,false,annual,true,2024-12-21,2999-12-31,true
S-393c51,A-ba6516,active,Basic,Pro,27,513,6156,true,false,annual,true,2024-04-02,2024-04-03,false
S-f951ac,A-297a2d,active,Basic,Pro,27,513,6156,true,false,annual,true,2024-08-29,2024-11-05,false
S-b93c11,A-9f9299,active,Basic,Pro,28,532,6384,true,false,monthly,false,2024-07-08,2024-07-18,false
S-c41b43,A-9f9299,active,Basic,Pro,28,532,6384,true,false,monthly,true,2024-11-17,2024-11-18,false
S-7277c8,A-a2485e,active,Basic,Pro,28,532,6384,true,false,annual,false,2024-11-16,2024-12-05,false
S-a66766,A-9f9299,active,Basic,Pro,28,532,6384,true,false,monthly,false,2024-03-09,2024-04-04,false
S-9c9700,A-0f6450,active,Basic,Pro,28,532,6384,true,false,annual,true,2024-12-31,2024-12-31,false
S-70b1cf,A-4ae22a,active,Basic,Pro,28,532,6384,true,false,monthly,true,2024-09-24,2024-10-17,false
S-1bf267,A-c42f1f,active,Basic,Pro,28,532,6384,true,false,annual,true,2024-11-13,2024-11-19,false
S-cd4d67,A-40de06,active,Basic,Pro,28,532,6384,true,false,monthly,true,2024-09-08,2024-09-13,false
S-db3e30,A-40de06,active,Basic,Pro,28,532,6384,true,false,annual,true,2023-11-08,2023-11-08,false
S-18f498,A-684255,active,Basic,Pro,28,532,6384,true,false,monthly,false,2024-10-29,2024-12-15,false
S-9f123c,A-9c18c4,active,Enterprise,Pro,11,539,6468,false,true,annual,true,2024-07-30,2024-09-07,false
S-cf30e2,A-2789e3,active,Pro,Pro,11,539,6468,false,false,monthly,true,2024-12-14,2999-12-31,true
S-b37b2a,A-78f02b,active,Pro,Pro,11,539,6468,false,false,annual,true,2024-12-08,2999-12-31,true
S-1131ff,A-0f7d77,active,Basic,Pro,3,539,6468,true,false,monthly,true,2024-12-01,2024-12-08,false
S-6cb3d7,A-fd7ad3,active,Pro,Pro,11,539,6468,false,false,annual,true,2024-11-26,2024-11-29,false
S-61a647,A-726cfa,active,Pro,Pro,11,539,6468,false,false,annual,true,2023-11-01,2023-11-21,false
S-4c82da,A-b9eed8,active,Pro,Pro,11,539,6468,false,false,monthly,false,2024-08-01,2024-08-27,false
S-d6dc7a,A-0e966d,active,Pro,Pro,11,539,6468,false,false,monthly,false,2024-10-02,2024-10-27,false
S-600ea7,A-726cfa,active,Pro,Pro,11,539,6468,false,false,annual,true,2023-11-21,2023-12-03,false
S-eae773,A-88c6ca,active,Pro,Pro,11,539,6468,false,false,monthly,true,2024-12-03,2024-12-18,false
S-1a3d9c,A-684255,active,Pro,Pro,11,539,6468,false,false,annual,false,2024-07-07,2024-08-05,false
S-93ce26,A-726cfa,active,Enterprise,Pro,11,539,6468,false,true,monthly,true,2023-12-03,2024-01-05,false
S-a79d1f,A-f45426,active,Enterprise,Pro,9,539,6468,false,true,monthly,true,2024-09-23,2024-09-27,false
S-665df9,A-a0ca4e,active,Pro,Pro,11,539,6468,false,false,annual,true,2024-10-28,2024-11-19,false
S-40e528,A-a0ca4e,active,Enterprise,Pro,19,539,6468,false,true,annual,true,2024-11-19,2024-12-01,false
S-2ba4ee,A-cab532,active,Basic,Pro,20,539,6468,true,false,annual,true,2024-05-21,2024-07-07,false
S-008cab,A-202b67,active,Pro,Pro,11,539,6468,false,false,monthly,false,2024-05-31,2024-06-22,false
S-dc1c10,A-139c3b,active,Basic,Pro,29,551,6612,true,false,annual,true,2024-11-28,2024-12-12,false
S-da9d5f,A-a33200,active,Basic,Pro,29,551,6612,true,false,annual,true,2024-10-21,2024-10-25,false
S-34cfad,A-5a3eb9,active,Basic,Pro,29,551,6612,true,false,annual,true,2023-12-15,2024-03-15,false
S-496c1e,A-f19b24,active,Basic,Pro,29,551,6612,true,false,annual,true,2024-08-20,2024-12-01,false
S-45ee20,A-1619f8,active,Basic,Pro,29,551,6612,true,false,monthly,true,2024-07-21,2024-11-05,false
S-e4cb85,A-34ea2f,active,Basic,Pro,29,551,6612,true,false,annual,true,2024-10-21,2024-10-28,false
S-4d30ba,A-600734,active,Basic,Pro,29,551,6612,true,false,annual,true,2024-02-25,2024-03-02,false
S-ccc0fe,A-1619f8,active,Basic,Pro,29,551,6612,true,false,monthly,true,2024-11-28,2999-12-31,true
S-07399c,A-4e44e8,active,Basic,Pro,29,551,6612,true,false,monthly,true,2024-11-18,2024-12-19,false
S-175429,A-b54c01,active,Basic,Pro,29,551,6612,true,false,annual,false,2024-12-23,2999-12-31,true
S-172953,A-e60f9d,active,Basic,Pro,29,551,6612,true,false,monthly,true,2024-12-11,2024-12-19,false
S-ba228b,A-a33200,active,Basic,Pro,29,551,6612,true,false,monthly,true,2024-12-20,2999-12-31,true
S-1d69ca,A-cea1f0,active,Basic,Pro,30,570,6840,true,false,monthly,false,2024-06-24,2024-08-06,false
S-51b668,A-82d8a6,active,Basic,Pro,30,570,6840,true,false,monthly,true,2024-12-28,2024-12-29,false
S-c76699,A-f9cc74,active,Basic,Pro,30,570,6840,true,false,monthly,false,2024-11-26,2024-11-29,false
S-4fd561,A-0dbdc6,active,Basic,Pro,30,570,6840,true,false,monthly,true,2023-11-04,2024-03-13,false
S-180b6c,A-f3ff05,active,Basic,Pro,30,570,6840,true,false,monthly,true,2024-12-02,2999-12-31,true
S-905752,A-bcf664,active,Basic,Pro,30,570,6840,true,false,monthly,true,2024-08-29,2024-09-02,false
S-cdde2b,A-c7ffc2,active,Basic,Pro,30,570,6840,true,false,monthly,false,2023-07-19,2023-08-21,false
S-92b77f,A-7dacce,active,Pro,Pro,12,588,7056,false,false,annual,false,2024-11-27,2024-11-27,false
S-14f672,A-692f18,active,Pro,Pro,12,588,7056,false,false,monthly,true,2024-07-10,2024-07-18,false
S-23587d,A-db5e9e,active,Pro,Pro,12,588,7056,false,false,annual,true,2024-12-28,2024-12-28,false
S-24d48b,A-7c83a1,active,Pro,Pro,12,588,7056,false,false,annual,true,2024-05-16,2024-05-24,false
S-3dc46b,A-5790f4,active,Pro,Pro,12,588,7056,false,false,monthly,false,2024-12-23,2024-12-24,false
S-8bac4e,A-558c72,active,Pro,Pro,12,588,7056,false,false,monthly,true,2023-12-17,2024-01-16,false
S-fa03a5,A-7dacce,active,Pro,Pro,12,588,7056,false,false,annual,true,2024-11-27,2024-11-28,false
S-d74733,A-7641d3,active,Pro,Pro,12,588,7056,false,false,monthly,false,2024-05-10,2024-05-13,false
S-dda681,A-8bde0c,active,Pro,Pro,12,588,7056,false,false,monthly,false,2024-12-21,2024-12-23,false
S-885bd4,A-8bde0c,active,Pro,Pro,12,588,7056,false,false,annual,true,2024-11-13,2024-12-12,false
S-fcef74,A-ad64c6,active,Pro,Pro,12,588,7056,false,false,monthly,true,2024-09-08,2024-11-20,false
S-d44108,A-7c83a1,active,Pro,Pro,12,588,7056,false,false,monthly,true,2024-11-02,2024-11-10,false
S-8dd1f6,A-098560,active,Pro,Pro,12,588,7056,false,false,monthly,false,2024-03-24,2024-04-13,false
S-d1aacf,A-c70870,active,Basic,Pro,31,589,7068,true,false,annual,true,2024-12-06,2024-12-09,false
S-41bb1b,A-993085,active,Basic,Pro,31,589,7068,true,false,annual,true,2024-08-17,2024-09-09,false
S-82989b,A-f5641b,active,Basic,Pro,31,589,7068,true,false,monthly,true,2024-11-30,2024-12-21,false
S-e44044,A-eb2fdc,active,Basic,Pro,31,589,7068,true,false,annual,true,2024-12-19,2999-12-31,true
S-0206eb,A-883b7d,active,Basic,Pro,31,589,7068,true,false,monthly,true,2024-04-26,2024-05-01,false
S-37d427,A-eb2fdc,active,Basic,Pro,31,589,7068,true,false,monthly,true,2024-04-06,2024-05-15,false
S-495d33,A-50f3f7,active,Basic,Pro,31,589,7068,true,false,monthly,true,2024-07-24,2024-10-23,false
S-1976bb,A-eb2fdc,active,Basic,Pro,31,589,7068,true,false,monthly,true,2024-06-13,2024-07-07,false
S-d9d6ac,A-054577,active,Enterprise,Pro,3,597,7164,false,true,annual,true,2024-07-17,2024-08-06,false
S-8e701b,A-4437e4,active,Enterprise,Pro,3,597,7164,false,true,monthly,false,2024-04-21,2024-05-14,false
S-b250cc,A-029f69,active,Enterprise,Pro,3,597,7164,false,true,annual,true,2024-11-08,2024-11-11,false
S-41871d,A-029f69,active,Enterprise,Pro,3,597,7164,false,true,annual,true,2024-08-10,2024-08-11,false
S-1109d6,A-a2485e,active,Enterprise,Pro,3,597,7164,false,true,annual,true,2024-08-11,2024-08-17,false
S-027102,A-3c1a3f,active,Enterprise,Pro,3,597,7164,false,true,annual,true,2024-09-30,2024-10-07,false
S-11e29d,A-71615e,active,Basic,Pro,32,608,7296,true,false,monthly,true,2024-10-13,2024-10-21,false
S-27e9ad,A-05f0e5,active,Basic,Pro,32,608,7296,true,false,annual,true,2023-10-18,2023-10-31,false
S-12ed58,A-1f0ac7,active,Basic,Pro,32,608,7296,true,false,annual,true,2024-11-14,2024-12-20,false
S-9aa190,A-9b9fe9,active,Basic,Pro,33,627,7524,true,false,annual,true,2024-10-17,2024-10-27,false
S-f713a1,A-cb5333,active,Basic,Pro,33,627,7524,true,false,annual,true,2024-07-26,2024-07-29,false
S-a76521,A-eb7c38,active,Basic,Pro,33,627,7524,true,false,annual,true,2024-12-04,2999-12-31,true
S-2410c6,A-5247b3,active,Basic,Pro,33,627,7524,true,false,annual,false,2024-05-11,2024-06-14,false
S-f4019e,A-7988d1,active,Basic,Pro,33,627,7524,true,false,monthly,false,2024-09-28,2024-12-03,false
S-b28ec2,A-ee42db,active,Basic,Pro,33,627,7524,true,false,monthly,false,2023-11-03,2024-01-15,false
S-d316df,A-726cfa,active,Basic,Pro,33,627,7524,true,false,annual,true,2024-07-12,2024-08-02,false
S-71cefe,A-cb5333,active,Basic,Pro,33,627,7524,true,false,annual,true,2024-06-19,2024-06-25,false
S-012ab9,A-b78bf8,active,Basic,Pro,33,627,7524,true,false,monthly,true,2024-12-04,2024-12-08,false
S-d660d6,A-cab532,active,Basic,Pro,33,627,7524,true,false,annual,true,2024-05-01,2024-05-12,false
S-5bbfe3,A-1ac5e0,active,Basic,Pro,33,627,7524,true,false,monthly,true,2024-11-29,2024-11-30,false
S-b633be,A-6c093d,active,Basic,Pro,62,637,7644,true,false,monthly,true,2023-09-26,2024-01-17,false
S-c5f3d4,A-9f2731,active,Pro,Pro,5,637,7644,false,false,annual,true,2024-11-22,2999-12-31,true
S-cccce3,A-3b5cd1,active,Pro,Pro,13,637,7644,false,false,monthly,true,2023-11-18,2023-12-29,false
S-f3138f,A-3b5cd1,active,Enterprise,Pro,55,637,7644,false,true,annual,true,2024-06-11,2024-11-24,false
S-2b35cc,A-9f2731,active,Pro,Pro,13,637,7644,false,false,monthly,true,2024-11-11,2024-11-22,false
S-2c4527,A-6965e1,active,Pro,Pro,13,637,7644,false,false,annual,true,2024-12-22,2024-12-26,false
S-d914d8,A-ee42db,active,Pro,Pro,13,637,7644,false,false,monthly,true,2023-06-30,2023-08-02,false
S-cf59a0,A-c16cf7,active,Basic,Pro,18,637,7644,true,false,monthly,true,2024-11-02,2024-11-13,false
S-c4cef7,A-2e4581,active,Pro,Pro,13,637,7644,false,false,annual,false,2024-10-25,2024-10-30,false
S-0267b7,A-65a46c,active,Enterprise,Pro,13,637,7644,false,true,monthly,true,2024-10-17,2024-12-24,false
S-ce695e,A-cb6cc6,active,Enterprise,Pro,13,637,7644,false,true,annual,false,2024-05-25,2024-09-07,false
S-d6cffe,A-e7a1e2,active,Enterprise,Pro,6,637,7644,false,true,annual,true,2024-10-10,2024-10-23,false
S-67c131,A-432483,active,Pro,Pro,13,637,7644,false,false,annual,true,2024-09-02,2024-11-29,false
S-9b8504,A-c37cab,active,Pro,Pro,13,637,7644,false,false,annual,true,2024-10-19,2024-10-26,false
S-15c444,A-6965e1,active,Pro,Pro,13,637,7644,false,false,monthly,true,2024-12-07,2024-12-07,false
S-05624a,A-c37cab,active,Pro,Pro,13,637,7644,false,false,annual,true,2024-10-26,2024-11-26,false
S-2fc8fa,A-65a46c,active,Pro,Pro,13,637,7644,false,false,monthly,false,2024-08-10,2024-10-17,false
S-e79dbc,A-2e4581,active,Pro,Pro,66,637,7644,false,false,monthly,true,2024-10-30,2024-11-12,false
S-f0e458,A-ab438f,active,Pro,Pro,77,637,7644,false,false,monthly,true,2024-12-27,2999-12-31,true
S-2dad6b,A-104f1a,active,Basic,Pro,34,646,7752,true,false,monthly,true,2024-12-20,2999-12-31,true
S-10a1b5,A-e98302,active,Basic,Pro,34,646,7752,true,false,annual,false,2024-09-09,2024-11-22,false
S-4f91d0,A-7f8241,active,Basic,Pro,34,646,7752,true,false,monthly,false,2024-10-12,2024-12-24,false
S-21c164,A-029f69,active,Basic,Pro,34,646,7752,true,false,annual,true,2024-12-31,2999-12-31,true
S-3d58c6,A-054577,active,Basic,Pro,34,646,7752,true,false,monthly,true,2024-06-15,2024-06-29,false
S-8c61f4,A-72799b,active,Basic,Pro,34,646,7752,true,false,annual,false,2024-04-17,2024-04-21,false
S-24cdb5,A-592832,active,Basic,Pro,35,665,7980,true,false,annual,true,2024-10-21,2024-11-03,false
S-a1cc61,A-bc4d48,active,Basic,Pro,35,665,7980,true,false,annual,true,2024-07-04,2024-07-12,false
S-47cf94,A-e5d6ab,active,Basic,Pro,35,665,7980,true,false,annual,true,2023-10-02,2023-10-08,false
S-6d6bde,A-068fc6,active,Basic,Pro,35,665,7980,true,false,monthly,true,2024-10-14,2024-12-03,false
S-770f21,A-a8d89d,active,Basic,Pro,35,665,7980,true,false,monthly,true,2024-07-12,2024-08-24,false
S-d747bc,A-068fc6,active,Basic,Pro,35,665,7980,true,false,monthly,true,2024-03-17,2024-04-13,false
S-2e55e6,A-f19409,active,Basic,Pro,35,665,7980,true,false,annual,false,2024-12-20,2999-12-31,true
S-f69fca,A-4c38bc,active,Basic,Pro,36,684,8208,true,false,annual,true,2024-07-06,2024-07-14,false
S-c13970,A-59f724,active,Basic,Pro,36,684,8208,true,false,monthly,true,2024-06-27,2024-07-15,false
S-2dbf11,A-e888d1,active,Pro,Pro,14,686,8232,false,false,annual,true,2024-05-25,2024-09-16,false
S-601f31,A-625d0b,active,Pro,Pro,14,686,8232,false,false,annual,true,2024-11-09,2024-11-16,false
S-a0abcf,A-42b791,active,Pro,Pro,14,686,8232,false,false,annual,false,2024-12-11,2024-12-30,false
S-d50f1d,A-08e34e,active,Basic,Pro,29,686,8232,true,false,annual,true,2024-07-02,2024-08-07,false
S-525864,A-a09355,active,Pro,Pro,14,686,8232,false,false,monthly,true,2024-12-29,2999-12-31,true
S-dfbd792,A-977ca0,churned,Pro,Pro,14,686,8232,false,false,annual,true,2024-11-24,2024-11-24,false
S-c341e1,A-bb2f49,active,Pro,Pro,14,686,8232,false,false,monthly,true,2024-09-04,2024-11-14,false
S-dfbd79,A-977ca0,active,Pro,Pro,14,686,8232,false,false,annual,true,2024-11-24,2999-12-31,true
S-4311fb,A-2b9d3e,active,Pro,Pro,14,686,8232,false,false,monthly,true,2024-11-12,2024-12-26,false
S-9fc9f5,A-970c97,active,Pro,Pro,14,686,8232,false,false,annual,false,2024-11-04,2024-12-15,false
S-2c3d7d,A-c62e55,active,Pro,Pro,14,686,8232,false,false,annual,true,2024-12-31,2999-12-31,true
S-373c6e,A-dfbd31,active,Pro,Pro,14,686,8232,false,false,monthly,true,2024-10-15,2024-10-16,false
S-da8d5f,A-55f257,active,Pro,Pro,14,686,8232,false,false,monthly,true,2024-03-06,2024-03-15,false
S-479d9a,A-463db0,active,Basic,Pro,37,703,8436,true,false,monthly,true,2024-12-12,2024-12-15,false
S-ca98c9,A-3be56b,active,Basic,Pro,37,703,8436,true,false,monthly,true,2024-08-23,2024-12-01,false
S-a3b329,A-3a7284,active,Basic,Pro,37,703,8436,true,false,monthly,false,2024-12-23,2024-12-25,false
S-9df4f6,A-9174e0,active,Basic,Pro,37,703,8436,true,false,monthly,true,2024-12-24,2024-12-24,false
S-8e6903,A-bd4708,active,Basic,Pro,37,703,8436,true,false,monthly,false,2024-09-15,2024-10-02,false
S-1bd2ec2,A-e60f9d,churned,Basic,Pro,38,722,8664,true,false,annual,true,2024-12-28,2999-12-31,true
S-c27e9c,A-9f2731,active,Basic,Pro,38,722,8664,true,false,monthly,true,2024-11-02,2024-11-08,false
S-1f505e,A-95b24a,active,Basic,Pro,38,722,8664,true,false,annual,true,2023-07-30,2023-10-07,false
S-18e3a5,A-c43359,active,Basic,Pro,38,722,8664,true,false,annual,true,2024-11-25,2024-11-29,false
S-1bd2ec,A-e60f9d,active,Basic,Pro,38,722,8664,true,false,annual,true,2024-12-25,2024-12-28,false
S-c6ff41,A-443f6f,active,Basic,Pro,38,722,8664,true,false,monthly,true,2024-12-19,2024-12-21,false
S-61797c,A-ad296b,active,Basic,Pro,38,722,8664,true,false,annual,true,2024-07-25,2024-08-08,false
S-eec041,A-c43359,active,Basic,Pro,38,722,8664,true,false,monthly,true,2024-12-22,2999-12-31,true
S-eb23dd,A-4ef964,active,Basic,Pro,38,722,8664,true,false,monthly,true,2024-09-27,2024-11-11,false
S-a2cde5,A-463db0,active,Pro,Pro,15,735,8820,false,false,annual,false,2024-12-20,2024-12-26,false
S-165850,A-d5a319,active,Pro,Pro,15,735,8820,false,false,annual,true,2023-09-25,2023-10-30,false
S-1f8215,A-f17767,active,Pro,Pro,15,735,8820,false,false,annual,true,2024-12-10,2999-12-31,true
S-4c6ee1,A-8bde0c,active,Pro,Pro,15,735,8820,false,false,annual,true,2024-12-23,2024-12-23,false
S-bf4ec8,A-7a0d69,active,Pro,Pro,15,735,8820,false,false,monthly,true,2024-08-20,2024-09-06,false
S-7820a5,A-019782,active,Pro,Pro,15,735,8820,false,false,monthly,true,2023-08-16,2023-08-19,false
S-23ba41,A-de58ca,active,Pro,Pro,15,735,8820,false,false,annual,true,2024-06-09,2024-08-09,false
S-69b3ac,A-de58ca,active,Enterprise,Pro,80,735,8820,false,true,annual,false,2023-05-07,2023-07-09,false
S-a30f36,A-dcc2f0,active,Pro,Pro,15,735,8820,false,false,annual,true,2024-10-03,2024-10-13,false
S-a18ab0,A-309e54,active,Pro,Pro,15,735,8820,false,false,monthly,true,2024-12-21,2024-12-26,false
S-767957,A-751c58,active,Enterprise,Pro,15,735,8820,false,true,annual,true,2024-08-28,2024-08-30,false
S-3a79ac,A-f92792,active,Basic,Pro,4,735,8820,true,false,monthly,true,2024-11-15,2024-11-24,false
S-3f82bc,A-d5a319,active,Basic,Pro,15,735,8820,true,false,monthly,true,2023-10-30,2023-11-15,false
S-08e560,A-de58ca,active,Pro,Pro,15,735,8820,false,false,monthly,true,2023-09-25,2023-10-09,false
S-82a67a,A-712426,active,Pro,Pro,15,735,8820,false,false,annual,true,2024-12-11,2024-12-15,false
S-0fc93f,A-5fe118,active,Basic,Pro,39,741,8892,true,false,annual,false,2024-12-04,2024-12-05,false
S-0bccd9,A-96bbc6,active,Basic,Pro,39,741,8892,true,false,monthly,true,2024-12-25,2999-12-31,true
S-a02981,A-7920cc,active,Basic,Pro,39,741,8892,true,false,monthly,true,2024-02-04,2024-02-19,false
S-7acd8b,A-7920cc,active,Basic,Pro,39,741,8892,true,false,annual,true,2024-07-17,2024-07-28,false
S-302856,A-e1b9cd,active,Basic,Pro,40,760,9120,true,false,annual,true,2023-05-24,2023-05-28,false
S-3baf90,A-5a3eb9,active,Basic,Pro,40,760,9120,true,false,annual,false,2024-06-19,2024-08-18,false
S-a4fd17,A-cbbe12,active,Basic,Pro,40,760,9120,true,false,monthly,false,2024-05-11,2024-06-08,false
S-4eb120,A-e1b9cd,active,Basic,Pro,40,760,9120,true,false,monthly,true,2024-09-28,2024-12-05,false
S-0891f1,A-e1b9cd,active,Basic,Pro,40,760,9120,true,false,annual,false,2024-01-03,2024-01-09,false
S-7b65f4,A-7f29a7,active,Basic,Pro,41,779,9348,true,false,monthly,false,2024-11-07,2024-11-24,false
S-bb3c63,A-94d3da,active,Basic,Pro,41,779,9348,true,false,monthly,true,2023-12-01,2023-12-26,false
S-aa5012,A-6f8ad2,active,Basic,Pro,41,779,9348,true,false,annual,false,2024-12-31,2999-12-31,true
S-62fa42,A-bb1486,active,Basic,Pro,41,779,9348,true,false,annual,false,2024-12-06,2024-12-09,false
S-c14b9d,A-91e948,active,Basic,Pro,41,779,9348,true,false,monthly,true,2023-12-06,2024-01-26,false
S-64d8c9,A-34ea2f,active,Basic,Pro,41,779,9348,true,false,monthly,true,2024-11-30,2024-12-25,false
S-e98296,A-6f8ad2,active,Pro,Pro,16,784,9408,false,false,monthly,true,2024-10-22,2024-10-23,false
S-e62fc9,A-0651a4,active,Pro,Pro,16,784,9408,false,false,monthly,false,2024-12-23,2024-12-25,false
S-94d88f,A-ccc747,active,Pro,Pro,16,784,9408,false,false,annual,false,2024-09-11,2024-10-15,false
S-6d10f7,A-7641d3,active,Pro,Pro,16,784,9408,false,false,monthly,true,2024-11-17,2024-11-21,false
S-fe77d4,A-fda07f,active,Pro,Pro,16,784,9408,false,false,monthly,true,2024-12-01,2024-12-30,false
S-7252b5,A-5247b3,active,Pro,Pro,16,784,9408,false,false,monthly,true,2024-09-25,2024-10-14,false
S-934f6d,A-40a557,active,Pro,Pro,16,784,9408,false,false,monthly,true,2024-11-23,2024-12-14,false
S-a10469,A-5247b3,active,Pro,Pro,16,784,9408,false,false,annual,true,2024-10-14,2024-10-18,false
S-d71a1f,A-40a557,active,Pro,Pro,16,784,9408,false,false,annual,true,2024-11-03,2024-11-23,false
S-e7416c,A-6dee43,active,Pro,Pro,16,784,9408,false,false,annual,true,2024-05-15,2024-05-27,false
S-9dbe8c,A-d3c88e,active,Basic,Pro,16,784,9408,true,false,monthly,true,2024-10-27,2024-11-01,false
S-20f1bd,A-bb2f49,active,Pro,Pro,16,784,9408,false,false,monthly,true,2024-02-16,2024-06-15,false
S-615537,A-7f4db3,active,Pro,Pro,16,784,9408,false,false,annual,true,2024-03-30,2024-06-29,false
S-ce932b,A-a1b80b,active,Pro,Pro,16,784,9408,false,false,annual,false,2024-08-24,2024-09-07,false
S-5a1d20,A-f97b9a,active,Pro,Pro,16,784,9408,false,false,annual,true,2024-12-08,2999-12-31,true
S-8ea942,A-0651a4,active,Enterprise,Pro,36,784,9408,false,true,annual,true,2024-12-19,2024-12-21,false
S-fcd20b,A-157070,active,Pro,Pro,16,784,9408,false,false,annual,true,2024-07-07,2024-07-23,false
S-f49f24,A-ccc747,active,Pro,Pro,16,784,9408,false,false,annual,false,2024-07-14,2024-09-11,false
S-f2d47e,A-6dee43,active,Enterprise,Pro,54,784,9408,false,true,monthly,true,2024-05-27,2024-07-29,false
S-fc8f09,A-68f37c,active,Enterprise,Pro,4,796,9552,false,true,monthly,true,2024-10-05,2999-12-31,true
S-7b3fd3,A-5a92e7,active,Enterprise,Pro,4,796,9552,false,true,annual,true,2024-07-08,2024-07-15,false
S-bc0806,A-d792a6,active,Enterprise,Pro,4,796,9552,false,true,monthly,true,2024-07-04,2024-09-27,false
S-5c3f50,A-f3ff05,active,Enterprise,Pro,4,796,9552,false,true,annual,true,2024-09-11,2024-09-19,false
S-a0ba0c,A-eb1312,active,Basic,Pro,42,798,9576,true,false,monthly,true,2024-12-18,2024-12-27,false
S-ddbad0,A-bad8c1,active,Basic,Pro,42,798,9576,true,false,monthly,true,2023-09-16,2023-11-15,false
