usage_id,account_id,subscription_key,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature
U-3b5139,A-b44e3e,S-f22b7f,2024-04-04,feature_10,15,6540,2,false
U-17d836,A-b44e3e,S-f429e0,2024-07-14,feature_10,11,231,0,false
U-1d41ee,A-b44e3e,S-f429e0,2024-07-02,feature_36,4,1984,0,false
U-ab070b,A-b44e3e,S-f429e0,2024-09-20,feature_20,13,1040,0,false
U-37af96,A-b48f73,S-323f3e,2024-11-25,feature_6,10,2450,0,false
U-9ac528,A-b7724f,S-09c1df,2023-08-21,feature_18,5,220,4,false
U-b52628,A-b7724f,S-09c1df,2024-02-18,feature_2,10,1110,0,false
U-4f7c7f,A-b7724f,S-09c1df,2024-08-09,feature_21,13,6162,0,false
U-5455aa,A-b7724f,S-09c1df,2023-08-04,feature_17,6,1122,0,false
U-849812,A-b7724f,S-09c1df,2023-08-13,feature_35,8,1704,0,false
U-cb21b2,A-b7724f,S-09c1df,2024-05-11,feature_31,5,300,0,false
U-be5bf2,A-b7724f,S-09c1df,2024-05-06,feature_35,12,1320,0,true
U-d0c8bd,A-b7724f,S-09c1df,2024-06-25,feature_30,11,528,0,false
U-6b3fb4,A-b7724f,S-703faf,2024-05-14,feature_36,10,1170,0,false
U-099e5f,A-b7724f,S-703faf,2023-12-20,feature_25,12,6024,2,false
U-54ba9c,A-b7724f,S-804fb3,2024-09-04,feature_38,10,5140,0,false
U-d6cf05,A-b7724f,S-804fb3,2024-08-22,feature_36,10,1090,0,false
U-73fba3,A-b7724f,S-804fb3,2024-02-18,feature_32,10,2530,0,false
U-c43a2c,A-b7724f,S-920d64,2024-06-21,feature_13,13,1170,0,false
U-1b317d,A-b7724f,S-b41494,2024-08-17,feature_40,14,3430,0,false
U-c7decb,A-b7724f,S-b41494,2024-10-27,feature_34,10,2100,0,false
U-443a6f,A-b7724f,S-bbc0f7,2024-06-04,feature_5,7,308,4,false
U-e86387,A-b7724f,S-bbc0f7,2023-09-05,feature_4,10,300,0,false
U-4cf4cb,A-b7724f,S-bbc0f7,2024-02-27,feature_15,13,6149,0,false
U-ed35f9,A-b7724f,S-d3d720,2023-09-28,feature_38,12,5760,0,false
U-915a3a,A-b7724f,S-d3d720,2024-09-12,feature_23,8,3240,1,false
U-d85352,A-b7724f,S-d3d720,2024-08-03,feature_8,8,2768,0,false
U-61517b,A-b7724f,S-d3d720,2023-07-21,feature_30,6,2142,1,false
U-a26aef,A-b7724f,S-d3d720,2024-02-29,feature_9,6,456,1,false
U-baef88,A-b7724f,S-d3d720,2024-06-10,feature_29,10,570,0,true
U-51c8d1,A-b7724f,S-d9f26e,2024-08-27,feature_3,20,7440,0,false
U-de83b3,A-b7724f,S-d9f26e,2023-06-11,feature_7,12,4104,0,false
U-4c59ad,A-b7724f,S-d9f26e,2024-06-18,feature_28,13,7280,0,false
U-5bc468,A-b7724f,S-d9f26e,2024-10-11,feature_20,15,5955,0,false
U-7516e7,A-b7724f,S-d9f26e,2024-12-08,feature_22,10,590,0,false
U-18763e,A-b78bf8,S-cc30c5,2024-12-06,feature_28,16,8384,0,false
U-5da0da,A-b78bf8,S-cd0f21,2024-12-02,feature_21,9,3474,2,false
U-bd9aef,A-b7b7b7,S-80ed6b,2024-11-06,feature_28,11,4213,0,true
U-19508b,A-b7b7b7,S-80ed6b,2024-07-31,feature_27,7,3290,0,false
U-d10e93,A-b7b7b7,S-c1012c,2024-08-16,feature_33,18,9918,0,false
U-2ffaa0,A-b7b7b7,S-c1012c,2024-09-17,feature_37,14,3542,0,false
U-23c63d,A-b7b7b7,S-c1012c,2024-09-23,feature_30,13,2119,3,false
U-a26f50,A-b7b7b7,S-c29f3a,2024-11-19,feature_9,14,5390,0,false
U-d2b1bf,A-b7b7b7,S-c29f3a,2024-09-26,feature_6,10,1450,0,false
U-557d3a,A-b7b7b7,S-cef05a,2024-09-03,feature_6,10,2590,0,true
U-bdce16,A-b7b7b7,S-f0972b,2024-08-11,feature_28,7,3409,0,false
U-5f324b,A-b7b7b7,S-f0972b,2024-10-19,feature_29,3,363,0,false
U-f96d8e,A-b7b7b7,S-f0972b,2024-12-10,feature_35,11,2112,0,false
U-2d5248,A-b7b7b7,S-f0972b,2024-12-12,feature_20,11,3608,0,false
U-fb47dd,A-b7b7b7,S-f5bd45,2024-08-30,feature_17,12,2556,1,true
U-732069,A-b7ef83,S-31178d,2024-11-30,feature_22,9,1341,0,false
U-196a64,A-b7ef83,S-374be8,2024-11-20,feature_7,8,2232,2,false
U-776d0a,A-b7ef83,S-374be8,2024-10-14,feature_9,14,1330,0,false
U-d75437,A-b7ef83,S-491216,2024-11-30,feature_11,13,1586,1,false
U-446ccc,A-b7ef83,S-510e07,2024-11-21,feature_32,7,3318,0,false
U-d24ea6,A-b7ef83,S-510e07,2024-08-20,feature_23,12,1152,0,true
U-fc9e32,A-b7ef83,S-5c631b,2024-12-25,feature_32,12,2184,0,false
U-6dc763,A-b7ef83,S-673c51,2024-08-12,feature_33,6,204,0,false
U-2a251d,A-b7ef83,S-765100,2024-09-13,feature_32,15,5775,0,false
U-9aec16,A-b7ef83,S-765100,2024-07-21,feature_32,11,4290,0,false
U-fc3dbe,A-b7ef83,S-7ff88c,2024-08-17,feature_8,9,2142,1,true
U-af8d46,A-b7ef83,S-b21a0b,2024-06-17,feature_13,7,2177,0,false
U-ca824e,A-b7ef83,S-e73cdf,2024-12-09,feature_25,9,3960,0,false
U-1cfd4f,A-b7ef83,S-e73cdf,2024-07-10,feature_33,10,5920,0,false
U-be7a6c,A-b7ef83,S-f0081e,2024-12-13,feature_35,10,1940,2,false
U-bf9e17,A-b7ef83,S-f60667,2024-10-30,feature_20,11,2343,0,true
U-e4bb24,A-b7ef83,S-f60667,2024-07-02,feature_6,10,2790,1,true
U-cd531f,A-b7ef83,S-f60667,2024-08-07,feature_7,18,3114,0,false
U-47c346,A-b9eed8,S-023f3c,2024-05-02,feature_36,9,2745,4,false
U-40a999,A-b9eed8,S-023f3c,2024-09-14,feature_17,9,1629,2,false
U-4594a6,A-b9eed8,S-05b080,2024-07-17,feature_5,13,6890,1,false
U-1ba7e3,A-b9eed8,S-08a5fd,2024-10-04,feature_6,11,1210,2,false
U-2b76fa,A-b9eed8,S-08a5fd,2024-10-22,feature_36,12,2784,0,false
U-24fc44,A-b9eed8,S-0c47cb,2024-08-09,feature_7,15,8730,0,false
U-cb0fb1,A-b9eed8,S-0c47cb,2024-04-11,feature_23,9,1242,0,false
U-78dad4,A-b9eed8,S-0c47cb,2024-12-30,feature_23,9,756,0,true
U-54d795,A-b9eed8,S-0c47cb,2024-12-17,feature_4,14,1190,0,true
U-ac0355,A-b9eed8,S-0c47cb,2024-09-07,feature_39,15,1275,0,false
U-1650ab,A-b9eed8,S-3037ab,2024-12-23,feature_15,10,5590,1,false
U-d7f2fb,A-b9eed8,S-3037ab,2024-04-28,feature_30,11,1507,1,false
U-6543a0,A-b9eed8,S-3037ab,2024-04-04,feature_24,10,3050,5,false
U-f5c6b9,A-b9eed8,S-4c82da,2024-05-21,feature_7,10,2570,2,false
U-615e4e,A-b9eed8,S-4c82da,2024-04-27,feature_9,7,3388,0,false
U-1704ec,A-b9eed8,S-4c82da,2024-10-19,feature_34,10,390,0,false
U-6d2d77,A-b9eed8,S-4c82da,2024-10-15,feature_27,8,3384,1,false
U-9ca1df,A-b9eed8,S-6c9ec4,2024-05-23,feature_13,10,170,1,false
U-229b1b,A-b9eed8,S-6c9ec4,2024-09-09,feature_32,15,7095,0,true
U-debcf2,A-b9eed8,S-7a6697,2024-05-06,feature_3,10,4830,0,false
U-b8b2d9,A-b9eed8,S-7a6697,2024-11-24,feature_23,9,1251,0,false
U-cd7823,A-b9eed8,S-a9ca9b,2024-05-16,feature_15,5,170,0,false
U-dc6275,A-b9eed8,S-a9ca9b,2024-04-07,feature_32,7,1813,1,false
U-b972ec,A-b9eed8,S-d407d0,2024-05-02,feature_27,9,3915,1,false
U-f93131,A-b9eed8,S-d407d0,2024-09-08,feature_34,11,1221,1,false
U-4e2775,A-b9f5b1,S-12f05a,2023-04-03,feature_40,5,1145,0,false
U-f6c1aa,A-b9f5b1,S-12f05a,2024-08-29,feature_29,8,408,0,false
U-e258e2,A-b9f5b1,S-12f05a,2023-10-13,feature_30,6,600,0,false
U-96ab41,A-b9f5b1,S-12f05a,2023-07-21,feature_38,6,2766,1,false
U-9e4889,A-b9f5b1,S-12f05a,2023-06-01,feature_16,11,3553,0,false
U-a94b21,A-b9f5b1,S-2ad954,2023-10-16,feature_38,13,4316,0,false
U-46555f,A-b9f5b1,S-3a28a1,2023-06-27,feature_34,8,1928,3,false
U-757684,A-b9f5b1,S-3a28a1,2024-01-21,feature_17,6,2382,0,false
U-750cd9,A-b9f5b1,S-3a28a1,2024-10-05,feature_26,13,4901,0,false
U-5c5155,A-b9f5b1,S-3a28a1,2024-09-01,feature_14,15,405,0,true
U-b3bfec,A-b9f5b1,S-3a28a1,2024-11-29,feature_14,12,5412,0,false
U-c2f9d1,A-b9f5b1,S-3a28a1,2024-05-09,feature_35,10,1170,0,false
U-f3a483,A-b9f5b1,S-65071f,2023-04-19,feature_8,11,2761,0,false
U-efec9a,A-b9f5b1,S-65071f,2023-08-13,feature_11,9,1917,0,false
U-f7842e,A-b9f5b1,S-65071f,2023-12-28,feature_34,10,1320,2,false
U-d595ed,A-b9f5b1,S-65071f,2024-04-22,feature_34,10,5750,0,false
U-950769,A-b9f5b1,S-65071f,2023-04-09,feature_25,7,553,0,false
U-0a0838,A-b9f5b1,S-65071f,2024-10-06,feature_3,9,3357,0,true
U-4375c4,A-b9f5b1,S-869bba,2024-11-11,feature_38,13,5408,0,false
U-99d69f,A-b9f5b1,S-869bba,2024-06-23,feature_30,10,5400,1,false
U-9b3b88,A-b9f5b1,S-869bba,2023-12-21,feature_5,11,6402,0,false
U-e08515,A-b9f5b1,S-869bba,2023-09-06,feature_5,17,2040,1,false
U-39332d,A-b9f5b1,S-869bba,2023-08-08,feature_13,10,2750,0,true
U-3c7f65,A-b9f5b1,S-869bba,2024-06-04,feature_12,11,6215,0,false
U-f09c10,A-b9f5b1,S-869bba,2024-09-21,feature_32,8,2568,0,false
U-def0bc,A-b9f5b1,S-b22602,2023-04-25,feature_34,11,2145,0,false
U-6b0253,A-b9f5b1,S-e78c09,2023-05-11,feature_7,12,3048,2,false
U-9a0b63,A-ba6516,S-2f0291,2024-07-16,feature_13,6,1392,0,false
U-b3cdea,A-ba6516,S-2f0291,2024-07-04,feature_23,12,5688,0,false
U-369011,A-ba6516,S-2f0291,2024-10-02,feature_19,16,224,0,false
U-2e2221,A-ba6516,S-303f63,2024-07-19,feature_13,12,2352,3,false
U-3040e8,A-ba6516,S-303f63,2024-02-02,feature_29,8,248,0,false
U-a92bb6,A-ba6516,S-303f63,2024-04-04,feature_21,8,1760,0,false
U-09a656,A-ba6516,S-303f63,2024-04-02,feature_6,7,1274,1,false
U-10b491,A-ba6516,S-303f63,2024-08-31,feature_7,8,2128,0,true
U-b976fe,A-ba6516,S-393c51,2024-10-09,feature_26,9,4113,0,false
U-072b1c,A-ba6516,S-393c51,2024-06-03,feature_31,15,8160,0,false
U-0c3cbe,A-ba6516,S-5e6790,2024-06-11,feature_31,15,2880,0,true
U-502be2,A-ba6516,S-8c8905,2024-01-25,feature_9,10,4230,0,false
U-eeebb2,A-ba6516,S-8c8905,2024-01-17,feature_3,5,935,2,false
U-22ec70,A-ba6516,S-bc2633,2024-01-23,feature_20,8,1904,0,false
U-b8a53b,A-ba6516,S-bc2633,2024-12-05,feature_1,14,7854,0,false
U-e7fbd4,A-ba6516,S-bc2633,2024-04-04,feature_20,8,1376,0,false
U-0c05bc,A-ba6516,S-bc2633,2024-08-25,feature_40,6,240,0,false
U-f62ea5,A-ba6516,S-bc2633,2024-12-19,feature_22,11,5258,0,false
U-ad062d,A-ba6516,S-bc2633,2024-01-22,feature_24,7,1568,0,false
U-59c146,A-ba6516,S-df91b0,2024-02-18,feature_34,13,7605,0,true
U-06eb1a,A-ba6516,S-df91b0,2024-11-04,feature_26,7,2254,1,false
U-c6f858,A-ba6516,S-df91b0,2024-07-01,feature_6,21,8568,0,false
U-ba6907,A-ba6516,S-df91b0,2024-03-26,feature_31,8,2840,0,false
U-e9e1cb,A-ba6516,S-e73303,2024-08-31,feature_23,11,4180,3,false
U-f07f62,A-ba6516,S-e73303,2024-03-05,feature_39,6,3552,0,false
U-1bb74d,A-ba6516,S-fa5301,2024-09-17,feature_24,14,5572,0,false
U-1c3ac3,A-ba6516,S-fa5301,2024-01-30,feature_5,14,322,1,false
U-ec7b9e,A-ba6516,S-fa5301,2024-05-10,feature_17,12,6876,0,true
U-e1fc15,A-ba6516,S-fc01ba,2024-02-20,feature_24,12,3012,0,false
U-1ffaa2,A-ba6516,S-fc01ba,2024-07-29,feature_28,10,890,1,false
U-bcd10d,A-ba6516,S-fc01ba,2024-07-19,feature_4,15,2760,0,false
U-2e833b,A-ba6516,S-ff93b5,2024-08-19,feature_36,12,2112,0,true
U-6ce8d5,A-bad8c1,S-371662,2024-02-08,feature_3,11,6380,0,false
U-1c8e38,A-bad8c1,S-371662,2023-06-19,feature_36,6,3354,0,false
U-ea8d09,A-bad8c1,S-371662,2024-10-28,feature_5,12,2196,0,false
U-d89171,A-bad8c1,S-55aa8a,2023-06-27,feature_13,9,2538,0,false
U-ed7d43,A-bad8c1,S-55aa8a,2023-08-11,feature_25,5,120,1,false
U-e32d90,A-bad8c1,S-55aa8a,2024-08-28,feature_35,9,3969,3,false
U-7456c4,A-bad8c1,S-55aa8a,2024-12-06,feature_11,16,7680,0,false
U-dd928b,A-bad8c1,S-6bdda7,2024-03-02,feature_28,8,2088,0,false
U-93a442,A-bad8c1,S-6bdda7,2023-07-17,feature_7,11,5599,0,true
U-5c26f8,A-bad8c1,S-6bdda7,2024-06-13,feature_11,10,3580,0,false
U-da4591,A-bad8c1,S-6bdda7,2023-07-02,feature_27,7,770,0,true
U-bffb37,A-bad8c1,S-6bdda7,2024-02-26,feature_32,10,3900,1,false
U-165872,A-bad8c1,S-6bdda7,2024-03-05,feature_40,9,4662,0,false
U-a47531,A-bad8c1,S-6bdda7,2024-06-27,feature_6,12,4620,0,false
U-61c451,A-bad8c1,S-a80c62,2024-03-23,feature_23,10,3780,2,false
U-c318d9,A-bad8c1,S-a80c62,2024-01-21,feature_2,11,2475,0,true
U-d979d8,A-bad8c1,S-a80c62,2024-12-15,feature_34,12,3456,0,false
U-dea9ad,A-bad8c1,S-c9a968,2024-05-11,feature_38,14,7084,0,false
U-54d7b2,A-bad8c1,S-c9a968,2024-06-21,feature_1,13,5044,0,false
U-ab91ab,A-bad8c1,S-c9a968,2024-12-24,feature_27,13,6721,0,false
U-3cdaac,A-bad8c1,S-ddbad0,2024-04-03,feature_38,12,5412,0,false
U-0b3b96,A-bad8c1,S-ddbad0,2024-06-06,feature_24,6,3306,0,false
U-8f55a4,A-bad8c1,S-ddbad0,2023-09-03,feature_22,16,1136,0,false
U-2249b4,A-bad8c1,S-ea71b5,2024-02-24,feature_26,13,2288,0,false
U-bf3502,A-bad8c1,S-ea71b5,2024-09-09,feature_14,9,378,0,true
U-403b97,A-bad8c1,S-ea71b5,2023-06-30,feature_39,20,7280,0,false
U-750130,A-bad8c1,S-ea71b5,2024-08-02,feature_11,11,4708,0,false
U-44353b,A-bb1486,S-7f7e38,2024-12-09,feature_5,11,5357,0,false
U-3b76fb,A-bb1486,S-a19f87,2024-12-01,feature_2,9,1548,1,false
U-98ea60,A-bb1eaa,S-0a15fa,2024-10-18,feature_14,9,1026,0,false
U-2d4511,A-bb1eaa,S-0a15fa,2024-11-12,feature_37,10,3750,0,false
U-8fb9c4,A-bb1eaa,S-843a53,2024-09-29,feature_38,9,198,0,false
U-39cd2c,A-bb1eaa,S-f40285,2024-11-16,feature_11,10,1730,2,false
U-3b6501,A-bb2f49,S-20f1bd,2024-04-19,feature_30,8,152,1,false
U-fa66f2,A-bb2f49,S-20f1bd,2024-05-15,feature_8,11,4521,0,false
U-e51117,A-bb2f49,S-20f1bd,2024-01-18,feature_1,6,1980,0,false
U-3be9ec,A-bb2f49,S-20f1bd,2024-06-26,feature_20,7,868,3,false
U-127624,A-bb2f49,S-294fb2,2024-12-30,feature_32,11,5797,2,true
U-5000f6,A-bb2f49,S-294fb2,2024-04-09,feature_22,15,3840,0,false
U-420703,A-bb2f49,S-294fb2,2024-01-05,feature_3,13,2262,0,false
U-f3f0ed,A-bb2f49,S-4911f9,2024-08-10,feature_13,15,8220,0,false
U-c1f320,A-bb2f49,S-4911f9,2024-08-25,feature_33,10,5850,0,false
U-f58ca9,A-bb2f49,S-4911f9,2024-07-20,feature_15,10,3660,3,false
U-ce2785,A-bb2f49,S-4911f9,2024-10-03,feature_22,8,184,0,false
U-3e8d2c,A-bb2f49,S-85c06f,2024-12-26,feature_25,17,6681,0,false
U-204370,A-bb2f49,S-85c06f,2023-08-30,feature_24,5,1250,0,false
U-26150e,A-bb2f49,S-979365,2024-06-20,feature_26,7,1022,0,false
U-36f68f,A-bb2f49,S-979365,2024-02-27,feature_29,11,4917,2,false
U-20a2f7,A-bb2f49,S-979365,2024-02-08,feature_9,10,1710,0,false
U-33b842,A-bb2f49,S-979365,2024-01-02,feature_18,10,5580,0,false
U-e526c4,A-bb2f49,S-979365,2024-10-23,feature_3,5,2645,3,false
U-86273e,A-bb2f49,S-979365,2024-03-20,feature_36,11,1804,1,false
U-13d99f,A-bb2f49,S-979365,2023-10-12,feature_16,5,1290,3,false
U-1b2bdd,A-bb2f49,S-979365,2023-08-22,feature_3,7,4025,0,false
U-f0646a,A-bb2f49,S-979365,2024-02-04,feature_17,10,3100,0,false
U-8aabb5,A-bb2f49,S-aff55c,2024-03-12,feature_33,10,2600,0,false
U-5d8c25,A-bb2f49,S-aff55c,2024-04-15,feature_2,9,2079,1,false
U-801b5a,A-bb2f49,S-aff55c,2023-07-09,feature_21,14,7644,0,false
U-ddb7c7,A-bb2f49,S-aff55c,2024-09-07,feature_38,17,986,0,false
U-d81707,A-bb2f49,S-b84175,2024-10-02,feature_17,11,3201,0,false
U-510373,A-bb2f49,S-b84175,2024-03-09,feature_19,14,6930,0,false
U-3ef957,A-bb2f49,S-c341e1,2023-10-02,feature_11,12,936,4,false
U-af5287,A-bb2f49,S-e44831,2023-10-14,feature_1,7,931,1,false
U-4f19f9,A-bb2f49,S-e44831,2024-07-14,feature_18,12,4248,2,false
U-8bd6db,A-bb2f49,S-e44831,2023-09-15,feature_26,10,2540,0,false
U-76a5c1,A-bb2f49,S-e505f2,2023-09-24,feature_22,8,4352,0,false
U-775e44,A-bb2f49,S-e505f2,2024-01-12,feature_18,12,252,2,false
U-627eee,A-bb2f49,S-e505f2,2024-01-26,feature_12,11,3333,0,false
U-5f89a9,A-bb2f49,S-e505f2,2023-07-25,feature_5,6,1770,0,false
U-6fb0e5,A-bb2f49,S-e505f2,2024-01-14,feature_35,12,1764,0,false
U-497277,A-bb2f49,S-e505f2,2024-11-12,feature_21,14,2940,0,false
U-5f5070,A-bb2f49,S-e505f2,2023-08-11,feature_5,11,2343,3,false
U-017e19,A-bb2f49,S-e93577,2024-03-02,feature_30,8,3352,0,false
U-c6f6ae,A-bb2f49,S-e93577,2024-05-03,feature_19,12,2268,0,false
U-40785e,A-bb2f49,S-e93577,2024-02-10,feature_33,11,2211,1,false
U-20b147,A-bb3bd4,S-12c163,2024-07-22,feature_9,15,1035,1,false
U-a18e16,A-bb3bd4,S-12c163,2024-08-07,feature_25,9,1980,0,false
U-3338d3,A-bb3bd4,S-12c163,2024-09-11,feature_26,14,2940,2,false
U-37a60a,A-bb3bd4,S-342037,2024-08-07,feature_25,11,2761,0,false
U-3a7d12,A-bb3bd4,S-550202,2024-12-12,feature_33,14,4942,0,false
U-63af25,A-bb3bd4,S-7d66fb,2024-04-15,feature_4,15,5160,0,false
U-20346f,A-bb3bd4,S-9eb2c5,2024-05-23,feature_26,10,3350,1,false
U-afcbc0,A-bb3bd4,S-9eb2c5,2024-04-20,feature_2,12,948,2,false
U-1f20bf,A-bb3bd4,S-a1676a,2024-07-04,feature_28,8,1416,0,false
U-118e53,A-bbc346,S-10bd09,2024-12-16,feature_10,11,3641,0,false
U-3f22cc,A-bbc346,S-10bd09,2024-09-25,feature_6,10,2110,0,false
U-9f62b8,A-bbc346,S-10bd09,2024-10-09,feature_12,9,2664,0,false
U-16a8d0,A-bbc346,S-2aafa6,2024-10-01,feature_38,7,511,2,false
U-bd69ab,A-bbc346,S-495e57,2024-12-23,feature_5,12,1656,0,false
U-0f5d18,A-bbc346,S-495e57,2024-10-22,feature_15,12,1560,0,false
U-53494a,A-bbc346,S-504683,2024-09-26,feature_12,13,5291,1,false
U-1b48cb,A-bbc346,S-56ed05,2024-09-26,feature_4,10,1330,1,false
U-d75469,A-bbc346,S-618471,2024-09-04,feature_24,13,2600,2,false
U-c5074b,A-bbc346,S-a1d67e,2024-10-29,feature_40,10,3330,0,false
U-72e54b,A-bbc346,S-cafa84,2024-10-23,feature_12,6,2712,0,false
U-af52e2,A-bbe56f,S-2d2a88,2024-04-07,feature_25,8,1064,0,false
U-267875,A-bbe56f,S-2d2a88,2023-09-01,feature_23,13,5551,0,false
U-33124f,A-bbe56f,S-2d2a88,2024-08-07,feature_11,10,1750,0,false
U-b59008,A-bbe56f,S-2d2a88,2024-07-30,feature_2,13,2509,0,false
U-0a299c,A-bbe56f,S-64b181,2023-12-22,feature_36,20,7160,1,true
U-0a7d41,A-bbe56f,S-64b181,2023-09-19,feature_12,10,5040,0,false
U-cda0d9,A-bbe56f,S-ab2b5b,2024-03-22,feature_39,13,1807,0,true
U-87a065,A-bbe56f,S-ab2b5b,2023-11-12,feature_39,8,1008,0,true
U-692dfd,A-bbe56f,S-ab2b5b,2023-10-07,feature_12,10,5030,0,false
U-e4ad42,A-bbe56f,S-ab2b5b,2024-11-28,feature_37,7,3241,0,false
U-acbb6f,A-bbe56f,S-ab2b5b,2023-11-22,feature_16,12,696,0,false
U-8e515e,A-bbe56f,S-f29e7f,2023-11-07,feature_38,9,585,0,false
U-096807,A-bbe56f,S-f29e7f,2023-12-07,feature_3,9,1458,0,false
U-3e9ca0,A-bbe56f,S-f29e7f,2024-11-16,feature_11,7,434,3,false
U-c3e084,A-bbe56f,S-f29e7f,2024-05-18,feature_17,9,171,2,true
U-27e817,A-bbe56f,S-f29e7f,2024-12-02,feature_25,8,4368,0,false
U-d0cdbd,A-bc4d48,S-03bfa3,2024-12-23,feature_27,10,1060,0,false
U-b408b4,A-bc4d48,S-5b9bb9,2024-07-15,feature_39,17,476,0,false
U-9324bf,A-bc4d48,S-d619ad,2024-11-26,feature_14,6,1074,0,false
U-de0e96,A-bc4d48,S-d619ad,2024-08-25,feature_14,11,3135,0,false
U-a08d02,A-bc4d48,S-d920e7,2024-08-09,feature_31,10,5760,0,false
U-49aa86,A-bc4d48,S-d920e7,2024-10-15,feature_18,7,2226,3,false
U-4a087e,A-bc87bc,S-04911c,2024-12-07,feature_11,16,7712,0,false
U-22896c,A-bc87bc,S-67965d,2024-12-21,feature_12,12,3660,0,false
U-065382,A-bc87bc,S-67965d,2024-12-19,feature_36,13,7293,0,false
U-0f8fef,A-bc87bc,S-8ed780,2024-11-17,feature_27,9,63,0,false
U-9e2762,A-bc87bc,S-ad8055,2024-09-19,feature_14,10,470,0,false
U-efaf79,A-bc87bc,S-ad8055,2024-11-19,feature_28,19,7296,0,false
U-4a8fc5,A-bcbe98,S-17bbdd,2024-08-10,feature_4,8,864,4,true
U-8bcc19,A-bcbe98,S-4dfd17,2024-08-27,feature_22,10,4190,0,false
U-50f733,A-bcbe98,S-4dfd17,2024-11-12,feature_38,6,1032,0,false
U-85374e,A-bcbe98,S-4dfd17,2024-10-28,feature_15,8,680,1,false
U-fb3407,A-bcbe98,S-4dfd17,2024-10-08,feature_6,11,2420,3,false
U-9d1e4f,A-bcbe98,S-6709f4,2024-09-05,feature_30,10,5600,0,false
U-143e87,A-bcbe98,S-6709f4,2024-12-14,feature_7,4,316,0,false
U-a5ba0c,A-bcbe98,S-7070de,2024-10-30,feature_6,10,5170,0,false
U-9477c5,A-bcbe98,S-7070de,2024-09-28,feature_16,3,210,0,true
U-d6c0ba,A-bcbe98,S-70a8d6,2024-11-12,feature_25,8,4728,0,false
U-cf6885,A-bcbe98,S-7889d9,2024-08-14,feature_27,10,5260,0,true
U-0d214e,A-bcbe98,S-7889d9,2024-12-03,feature_28,16,5440,0,false
U-1ddce1,A-bcbe98,S-7ab68f,2024-10-15,feature_36,9,1035,0,false
U-78f1f9,A-bcbe98,S-7ab68f,2024-12-03,feature_1,21,1113,0,false
U-d347bb,A-bcbe98,S-8eb955,2024-10-06,feature_38,6,2004,2,false
U-08a07d,A-bcbe98,S-8eb955,2024-11-25,feature_20,16,6848,2,false
U-34a144,A-bcbe98,S-b45a45,2024-11-27,feature_21,10,2390,3,true
U-186027,A-bcbe98,S-e964b6,2024-10-09,feature_29,11,4884,0,false
U-e5b713,A-bcbe98,S-e964b6,2024-07-29,feature_18,13,7033,0,true
U-6a4085,A-bcf664,S-14d060,2023-09-19,feature_20,8,648,0,false
U-d33e18,A-bcf664,S-14d060,2024-02-20,feature_6,8,2728,0,false
U-b5fc23,A-bcf664,S-14d060,2024-03-01,feature_15,10,1670,0,false
U-589284,A-bcf664,S-14d060,2024-12-24,feature_13,8,136,1,false
U-8d71f4,A-bcf664,S-304196,2024-08-30,feature_34,8,4528,0,false
U-ac42e4,A-bcf664,S-304196,2023-08-24,feature_1,11,6600,2,false
U-69f2f6,A-bcf664,S-304196,2024-04-26,feature_6,12,2112,0,false
U-4b633e,A-bcf664,S-304196,2024-10-26,feature_17,5,1140,0,false
U-748c6f,A-bcf664,S-304196,2024-11-06,feature_34,7,3773,0,false
U-e3233a,A-bcf664,S-304196,2023-09-23,feature_23,7,2534,0,false
U-f1158e,A-bcf664,S-304196,2024-10-17,feature_31,9,1836,0,false
U-501b76,A-bcf664,S-4ed473,2024-05-04,feature_29,9,1350,0,false
U-b3f9c0,A-bcf664,S-4ed473,2024-11-08,feature_1,15,4515,0,false
U-b7792d,A-bcf664,S-5895f0,2024-01-08,feature_6,14,532,1,false
U-97b298,A-bcf664,S-5895f0,2024-11-13,feature_1,9,4473,0,false
U-f16c23,A-bcf664,S-700923,2023-12-12,feature_14,7,1148,0,true
U-caeac4,A-bcf664,S-700923,2024-11-09,feature_26,12,4620,0,false
U-9cdf93,A-bcf664,S-700923,2024-08-05,feature_37,6,1632,1,false
U-378455,A-bcf664,S-709484,2023-08-09,feature_29,4,148,0,false
U-f3cdca,A-bcf664,S-709484,2023-11-02,feature_32,15,5670,0,false
U-e304be,A-bcf664,S-709484,2024-07-26,feature_25,13,650,0,false
U-fcbcae,A-bcf664,S-709484,2023-09-23,feature_30,9,4023,0,false
U-f52be3,A-bcf664,S-7179fd,2023-10-19,feature_25,10,1690,0,true
U-cad49e,A-bcf664,S-7179fd,2023-07-11,feature_29,14,6986,0,false
U-792ba0,A-bcf664,S-7179fd,2024-02-04,feature_34,10,2420,0,false
U-0beef7,A-bcf664,S-7179fd,2023-09-18,feature_15,13,3380,0,false
U-f73db8,A-bcf664,S-7179fd,2023-12-07,feature_7,8,2352,1,false
U-0ef7ef,A-bcf664,S-853f5d,2024-09-21,feature_38,9,4986,0,false
U-f17c7c,A-bcf664,S-853f5d,2023-08-18,feature_19,10,4400,0,false
U-54b783,A-bcf664,S-853f5d,2024-08-31,feature_15,11,6490,1,false
U-ee50b9,A-bcf664,S-905752,2024-10-02,feature_29,9,486,1,false
U-8bf3e9,A-bcf664,S-905752,2024-05-28,feature_40,7,2793,2,false
